titulo	numero_expediente	tipo_contrato	estado_licitacion	importe_licitacion	valor_estimado_contrato	fecha_limite_presentacion	organo_contratacion	enlace	codigo_cpv	procedimiento_contratacion	forma_presentacion	duracion_contrato	financiacion_ue	fecha_formalizacion	sistema_contratacion	tramitacion	descripcion	pdf	fuente	fecha_proceso	provincia_ejecucion	comunidad_autonoma_ejecucion	topicos_lda	clasificacion	palabras_tecnologicas_detectadas	palabras_descartadas_detectadas
PGRN- OBRA ADECUACIÓN CERCADOS GANADERO MONTES ATALAYA Y M. NAVAS. PGI	CONTR 2025 0000265461	Obras	Publicada	243613.31	243613.31	2025-07-22	Agencia de Medio Ambiente y Agua de Andalucía	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832924	45000000-7 Trabajos de construcción	Abierto simplificado	Electrónica	4 meses	NotFound	2100-12-31	NotFound	Ordinario	PGRN-OBRA DE ADECUACIÓN DE CERCADOS GANADEROS EN LOS MONTES ATALAYA (SE-10500-JA), T.M. CAZALLA DE LA SIERRA, Y EN EL GRUPO DE MONTES LAS NAVAS Y OTROS (SE-11003-JA), T.M ALMADÉN DE LA PLATA, INCLUIDOS EN EL PLAN DE GESTIÓN INTEGRAL DE LOS MONTES PÚBLICOS	and_pliego_prescripciones_313140.pdf	Andalucía	2025-07-10	Sevilla	Andalucia	trabajo, agencia, empresa, riesgo, prevencion, actividad, adjudicatario, seguridad, trabajador, deber (1.0)	No tecnológica		reparacion, alimentacion, seguro
SERVICIO LIMPIEZA EDIF. ADMINISTRACIÓN  JUSTICIA EN ZONA SUR	CONTR 2025 0000263092	Servicios	Publicada	165742.72	528304.92	2025-07-07	Delegación Territorial de Justicia, Administración Local y Función Pública en Granada	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=831825	90911200-8 Servicios de limpieza de edificios90919200-4 Servicios de limpieza de oficinas	Abierto	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Urgencia	SERVICIO DE LIMPIEZA EN LOS EDIFICIOS DE LA ADMINISTRACIÓN DE JUSTICIA EN EL ÁREA SUR DE LA PROVINCIA DE GRANADA	and_pliego_prescripciones_310241.pdf	Andalucía	2025-07-10	Granada	Andalucia	limpieza, servicio, adjudicatario, personal, contrato, edificio, empresa, trabajo, administracion, hora (1.0)	No tecnológica		reparacion, limpieza, desratizacion, desinfeccion, desinsectacion, mobiliario, vestuario
CONC. SERVICIO DE BAR-CAFETERÍA Y COMEDOR EN 4 CPAS EN DTISJFI ALMERIA	CONTR 2025 0000439175	Concesión de servicios	Publicada	0.0	1088080.0	2025-07-21	Delegación Territorial de Inclusión Social, Juventud, Familias e Igualdad en Almería	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832777	55511000-5 Servicios de cantina y otros servicios de cafetería para clientela restringida	Restringido	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Ordinario	CONCESIÓN DEL SERVICIO DE BAR-CAFETERÍA Y COMEDOR EN 4 CENTROS DE PARTICIPACIÓN ACTIVA DE PERSONAS MAYORES DEPENDIENTES DE LA DELEGACIÓN TERRITORIAL DE INCLUSIÓN SOCIAL, JUVENTUD, FAMILIAS E IGUALDAD EN ALMERÍA. 4 LOTES	and_pliego_prescripciones_312829.pdf	Andalucía	2025-07-10	Almeria	Andalucia	servicio, centro, persona, adjudicatario, comedor, direccion, social, barcafeterio, personal, almerio (1.0)	No tecnológica		reparacion, limpieza, desratizacion, desinfeccion, desinsectacion, bar, mobiliario, vestuario, inclusion_social, seguro
C.C.A.: +6.+MWRHPD. CONTRATACIÓN DE LA OBRA DE INSTALACIÓN SOLAR FOTOVOLTAICA DE AUTOCONSUMO SIN EXCEDENTES EN MARQUESINAS DE PLAZAS DE APARCAMIENTOS EN EL HOSPITAL UNIVERSITARIO REINA DE CÓRDOBA, FINANCIADO EN UN 85% CON FONDOS EUROPEOS (FEDER) MEDIANTE PROCEDIMIENTO ABIERTO (PA 50/24).	CONTR 2025 0000217999	Obras	Publicada	3136041.89	3136041.89	2025-07-22	Servicio Andaluz de Salud	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832271	45261215-4 Revestimiento de cubiertas con placas solares	Abierto	Electrónica	6 meses	NotFound	2100-12-31	NotFound	Ordinario	CONTRATACIÓN DE LA OBRA DE INSTALACIÓN SOLAR FOTOVOLTAICA DE AUTOCONSUMO SIN EXCEDENTES EN MARQUESINAS DE PLAZAS DE APARCAMIENTOS EN EL HOSPITAL UNIVERSITARIO REINA DE CÓRDOBA, FINANCIADO EN UN 85% CON FONDOS EUROPEOS (FEDER) MEDIANTE PROCEDIMIENTO ABIERTO (PA 50/24).	and_pliego_prescripciones_311493.pdf	Andalucía	2025-07-10	Cordoba	Andalucia	Sin tema	No tecnológica		fotovoltaica
LIMPIEZA, CONTROL DE PLAGAS Y PREVENCIÓN Y CONTROL DE LEGIONELOSIS	CONTR 2025 0000288708	Servicios	Publicada	274913.75	687284.35	2025-08-29	Centro Andaluz de Arte Contemporáneo	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832898	90911200-8 Servicios de limpieza de edificios90920000-2 Servicios de higienización de instalaciones90922000-6 Servicios de control de plagas	Abierto	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Ordinario	Servicio de limpieza, control de plagas y prevención y control de legionelosis en el CAAC	and_pliego_prescripciones_313077.pdf	Andalucía	2025-07-10	Sevilla	Andalucia	servicio, verificacion, adjudicatario, paginar, centro, control, limpieza, empresa, arte, contemporaneo (1.0)	Tecnológica	analitica	reparacion, limpieza, desratizacion, desinfeccion, desinsectacion, mobiliario, vestuario, seguro
SERVICIO DE LIMPIEZA DE LA OFICINA DE LA JUNTA DE ANDALUCÍA EN MADRID	CONTR 2025 0000150602	Servicios	Publicada	58854.43	58854.43	2025-07-11	Agencia Empresarial para la Transformación y el Desarrollo Económico	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=831939	90919200-4 Servicios de limpieza de oficinas	Abierto simplificado abreviado	Electrónica	48 meses	NotFound	2100-12-31	NotFound	Ordinario	Servicio de limpieza de la sede de la Oficina de la Junta de Andalucía en Madrid	and_pliego_prescripciones_310307.pdf	Andalucía	2025-07-10	Madrid	Comunidad De Madrid	limpieza, adjudicatario, personal, servicio, contrato, trabajo, empresa, agencia, aseo, laboral (1.0)	Tecnológica	software	reparacion, limpieza, desinfeccion, mobiliario, seguro, obra_civil
0000871/2024 PA 83/2024 SERVICIO DE LIMPIEZA, LOGÍSTICA DE GESTIÓN INTERNA DE RESIDUOS, SUMINISTRO Y REPOSICIÓN DEL MATERIAL DE HIGIENE CONSUMIBLE Y OTROS SERVICIOS COMPLEMENTARIOS, CON VALOR SOCIAL Y MEDIOAMBIENTAL, DE CENTROS SANITARIOS DEL HOSPITAL UNIVERSITARIO VIRGEN DEL ROCIO ADSCRITOS AL SERVICIO ANDALUZ DE SALUD.	CONTR 2024 0001154765	Servicios	Publicada	103958892.79	124750671.35	2025-07-31	Servicio Andaluz de Salud	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832213	90911200-8 Servicios de limpieza de edificios	Abierto	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Ordinario	PA 83/2024 SERVICIO DE LIMPIEZA, LOGÍSTICA DE GESTIÓN INTERNA DE RESIDUOS, SUMINISTRO Y REPOSICIÓN DEL MATERIAL DE HIGIENE CONSUMIBLE Y OTROS SERVICIOS COMPLEMENTARIOS, CON VALOR SOCIAL Y MEDIOAMBIENTAL, DE CENTROS SANITARIOS DEL HOSPITAL UNIVERSITARIO VIRGEN DEL ROCIO ADSCRITOS AL SERVICIO ANDALUZ DE SALUD.	and_pliego_prescripciones_313107.pdf	Andalucía	2025-07-10	Sevilla	Andalucia	Sin tema	No tecnológica		limpieza
CONTRATO CONCESIÓN DE SERVICIOS BAR-CAFETERÍA CPA (13 de 27)	CONTR 2024 0000319293	Concesión de servicios	Publicada	0.0	22185176.11	2025-07-22	Delegación Territorial de Inclusión Social, Juventud, Familias e Igualdad en Cádiz	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=831458	55511000-5 Servicios de cantina y otros servicios de cafetería para clientela restringida	Restringido	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Ordinario	CONCESIÓN PARA LA EXPLOTACIÓN DEL SERVICIO DE BAR-CAFETERÍA COMEDOR DE 13 DE LOS 27 CPA	and_pliego_prescripciones_309084.pdf	Andalucía	2025-07-10	Cadiz	Andalucia	acero, inoxidable, cadiz, servicio, centro, aluminio, social, delegacion, territorial, marca (1.0)	No tecnológica		reparacion, limpieza, desratizacion, desinfeccion, desinsectacion, pan, comida, bar, mobiliario, vestuario, inclusion_social, seguro
Sistema de cuidados y vida independiente en el complejo Puerta de Andalucía	CONTR 2025 0000373506	Servicios	Publicada	4692317.66	5427992.89	2025-07-04	Consejería de Inclusión Social, Juventud, Familias e Igualdad. Secretaría General Técnica	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=829953	85310000-5 Servicios de asistencia social	Abierto	Electrónica	48 meses	NotFound	2100-12-31	NotFound	Ordinario	Sistema de Cuidados Centrado en la Persona y en la Vida Independiente en el complejo Puerta de Andalucía en la ciudad de Jaén	and_pliego_prescripciones_304944.pdf	Andalucía	2025-07-10	Jaen	Andalucia	persona, programa, social, discapacidad, servicio, apoyo, vida, personal, igualdad, familia (1.0)	Tecnológica	tecnologia	reparacion, limpieza, pan, comida, alimentacion, inclusion_social
CONTRATACIÓN MIXTA POR EL SERVICIO ANDALUZ DE SALUD DE LAS OBRAS DEL NUEVO HOSPITAL DE MÁLAGA Y LA CONCESIÓN DE LAS OBRAS Y EXPLOTACIÓN DE LOS APARCAMIENTOS MEDIANTE PROCEDIMIENTOABIERTO Y FINANCIADO CON FONDOS EUROPEOS. CC.0003/2025 (Nº SIGLO 109/2025)	CONTR 2025 0000378906	Obras	Publicada	502079283.08	679631626.0	2025-08-01	Servicio Andaluz de Salud	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=816136	45215100-8 Trabajos de construcción de edificios relacionados con la salud98351000-8 Servicios de gestión de aparcamientos	Abierto	Electrónica	75 meses	NotFound	2100-12-31	NotFound	Ordinario	CONTRATACIÓN MIXTA POR EL SERVICIO ANDALUZ DE SALUD DE LAS OBRAS DEL NUEVO HOSPITAL DE MÁLAGA Y LA CONCESIÓN DE LAS OBRAS Y EXPLOTACIÓN DE LOS APARCAMIENTOS MEDIANTE PROCEDIMIENTO ABIERTO Y FINANCIADO CON FONDOS EUROPEOS	and_pliego_prescripciones_300004.pdf	Andalucía	2025-07-10	Malaga	Andalucia	aparcamiento, servicio, obra, adjudicatario, concesion, instalación, salud, hospital, andaluz, pliego (1.0)	Tecnológica	software	obras, reparacion, infraestructura, limpieza, desratizacion, desinfeccion, desinsectacion, alimentacion, vehiculos, mobiliario, seguro, poliza
SUMINISTRO DE TRACTO SUCESIVO Y POR PRECIO UNITARIO MEDIANTE ACUERDO MARCO DEL PROCEDIMIENTO DE IMPLANTACIÓN DE GRAPA MITRAL PARA EL TRATAMIENTO DE LA INSUFICIENCIA MITRAL CON DESTINO A LOS CENTROS SANITARIOS DE LA PROVINCIA DE MÁLAGA, PERTENECIENTES AL SERVICIO ANDALUZ DE SALUD. CCA +6.CS+YIIY. (Nº DE SIGLO 0000256/2025).	CONTR 2025 0000382031	Suministros	Publicada	3200000.0	7040000.0	2025-06-26	Servicio Andaluz de Salud	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=820712	33184000-3 Artículos y aparatos de prótesis	Abierto	Electrónica	Ver lotes	NotFound	2100-12-31	Acuerdo marco	Ordinario	SUMINISTRO DE TRACTO SUCESIVO Y POR PRECIO UNITARIO MEDIANTE ACUERDO MARCO DEL PROCEDIMIENTO DE IMPLANTACIÓN DE GRAPA MITRAL PARA EL TRATAMIENTO DE LA INSUFICIENCIA MITRAL CON DESTINO A LOS CENTROS SANITARIOS DE LA PROVINCIA DE MÁLAGA, PERTENECIENTES AL SERVICIO ANDALUZ DE SALUD	and_pliego_prescripciones_301470.pdf	Andalucía	2025-07-10	Malaga	Andalucia	Sin tema	N/S		
SERVICIO DE MANTENIMIENTO PREVENTIVO CONTRA INCENDIOS EDIFICIOS CFATV	CONTR 2025 0000374313	Servicios	Publicada	2211.2	4422.4	2025-07-18	Consejería de Fomento, Articulación del Territorio y Vivienda. Secretaría General Técnica	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832906	50413200-5 Servicios de reparación y mantenimiento de instalaciones contra incendios	Abierto simplificado abreviado	Electrónica	12 meses	NotFound	2100-12-31	NotFound	Ordinario	SERVICIO DE MANTENIMIENTO PREVENTIVO CONTRA INCENDIOS DE LOS EDIFICIOS ADSCRITOS A LOS SS.CC. DE LA CONSEJERÍA DE FOMENTO, ARTICULACIÓN DEL TERRITORIO Y VIVIENDA.	and_pliego_prescripciones_313087.pdf	Andalucía	2025-07-10	Sevilla	Andalucia	sistema, incendio, mantenimiento, verificacion, comprobacion, extintor, tecnico, agua, consejerio, fomento (1.0)	Tecnológica	software	reparacion, infraestructura, limpieza, desinfeccion, alimentacion, mobiliario
PA 389/2025 - +6.+963T9W - CONTR 2025 0000362786 -  CONTRATACIÓN DEL SUMINISTRO DE PRÓTESIS OSTEOARTICULARES DE MIEMBRO INFERIOR, MATERIAL DEL GRUPO 04.06 DEL CATÁLOGO DE BIENES Y SERVICIOS DEL SERVICIO ANDALUZ DE SALUD, PARA LOS CENTROS SANITARIOS INTEGRADOS EN LA CENTRAL PROVINCIAL DE COMPRAS DE HUELVA	CONTR 2025 0000362786	Suministros	Publicada	5244247.16	14683892.05	2025-07-31	Servicio Andaluz de Salud	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=829810	33184100-4 Implantes quirúrgicos	Abierto	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Ordinario	CONTRATACIÓN DEL SUMINISTRO DE PRÓTESIS OSTEOARTICULARES DE MIEMBRO INFERIOR, MATERIAL DEL GRUPO 04.06 DEL CATÁLOGO DE BIENES Y SERVICIOS DEL SERVICIO ANDALUZ DE SALUD, PARA LOS CENTROS SANITARIOS INTEGRADOS EN LA CENTRAL PROVINCIAL DE COMPRAS DE HUELVA	and_pliego_prescripciones_304497.pdf	Andalucía	2025-07-10	Huelva	Andalucia	Sin tema	N/S		
"DESARROLLO E IMPLANTACIÓN DE UNA INFRAESTRUCTURA DE COMUNICACIONES INALÁMBRICAS,
CONTROL DE TRÁFICO, CALIDAD DEL AGUA RESIDUAL, RIEGO INTELIGENTE E INVENTARIO DE ACTIVOS MUNICIPALES EN EL MUNICIPIO DE ALCAUDETE"	EXPT25-00087	Suministros	Publicada	83141.72	83141.72	2025-09-08	Sociedad Andaluza para el Desarrollo de las Telecomunicaciones, S.A. (SANDETEL)	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832801	32500000-8 Equipo y material para telecomunicaciones72000000-5 Servicios TI: consultoría, desarrollo de software, Internet y apoyo	Abierto simplificado	Electrónica	8 meses	NotFound	2100-12-31	NotFound	Ordinario	DESARROLLO E IMPLANTACIÓN DE UNA INFRAESTRUCTURA DE COMUNICACIONES INALÁMBRICAS, CONTROL DE TRÁFICO, CALIDAD DEL AGUA RESIDUAL, RIEGO INTELIGENTE E INVENTARIO DE ACTIVOS MUNICIPALES EN EL MUNICIPIO DE ALCAUDETE	and_pliego_prescripciones_312894.pdf	Andalucía	2025-07-10	Andalucia	Andalucia	sistema, desarrollo, debera, codigo, documento, verificacion, persona, control, gabriel, forte (1.0)	Tecnológica	software, tecnologia, datos, etl, servidores, cloud, ciberseguridad, automatizacion	reparacion, infraestructura, limpieza, bar, alimentacion, vehiculos, mobiliario, eventos, seguro, obra_civil
SERVICIO DE MANTENIMIENTO DE LAS INSTALACIONES DEPENDIENTES DE SSCC AMAYA	CONTR 2025 0000245492	Servicios	Publicada	250000.0	825000.0	2025-07-24	Agencia de Medio Ambiente y Agua de Andalucía	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=831701	50700000-2 Servicios de reparación y mantenimiento de equipos de edificios	Abierto	Electrónica	12 meses	NotFound	2100-12-31	NotFound	Ordinario	SERVICIO DE MANTENIMIENTO DE LAS INSTALACIONES DE LA AGENCIA DE MEDIO AMBIENTE Y AGUA DE ANDALUCÍA DEPENDIENTES DE LOS SERVICIOS CENTRALES	and_pliego_prescripciones_309584.pdf	Andalucía	2025-07-10	Andalucia	Andalucia	paginar, agencia, verificacion, agua, instalación, equipo, tecnica, mantenimiento, comprobacion, pliego (1.0)	Tecnológica	tecnologia	reparacion, limpieza, jardineria, desratizacion, desinfeccion, desinsectacion, bar, alimentacion, mobiliario, vestuario, seguro
CONTRATACIÓN DEL RENTING DE 1 VEHÍCULO HÍBRIDO PARA LA DIRECCIÓN DE RED DE VILLAS TURÍSTICAS DE ANDALUCÍA, S.A.	C101-11AM-0625-0019	Servicios	Publicada	45000.0	45000.0	2025-07-16	Red de Villas Turísticas de Andalucía, S.A.	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832687	66114000-2 Servicios de arrendamiento financiero	Abierto	Electrónica	4 años	NotFound	2100-12-31	NotFound	Ordinario	El contrato a que se refiere el presente pliego tiene por objeto la contratación del renting de un vehículo híbrido, para la dirección de Red de Villas Turísticas de Andalucía, S.A.	and_pliego_prescripciones_312934.pdf	Andalucía	2025-07-10	Andalucia	Andalucia	vehiculo, empresa, red, adjudicatario, villa, debera, mantenimiento, seguro, entrega, kilometro (1.0)	No tecnológica		reparacion, seguro
SERVICIO TRANSPORTE REGULAR VIAJEROS RUTA AL12: SIERRO-SUFLI-OLULA DEL RÍO	CONTR 2025 0000330259	Servicios	Publicada	7052.33	7052.33	2025-06-27	Delegación Territorial de Fomento, Articulación del Territorio y Vivienda en Almería	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=830294	60100000-9 Servicios de transporte por carretera	Abierto simplificado abreviado	Electrónica	24 meses	NotFound	2100-12-31	NotFound	Ordinario	SERVICIO RUTA AL12: SIERRO- SUFLI- OLULA DEL RIO DEL SERVICIO PÚBLICO DE TRANSPORTE REGULAR DE PERSONAS A LA DEMANDA, EN EJECUCIÓN DEL PROGRAMA ANDALUCÍA RURAL CONECTADA (Almería)	and_pliego_prescripciones_305993.pdf	Andalucía	2025-07-10	Almeria	Andalucia	servicio, contrato, vehiculo, llamado, reserva, centro, articulo, territorial, debera, municipio (1.0)	No tecnológica		infraestructura, seguro
SUMINISTRO PRODUCTOS LIMPIEZA, ASEO E HIGIENE, LAVANDERIA MENAJE RD LINARES	CONTR 2025 0000069791	Suministros	Publicada	431055.98	1034534.35	2025-07-16	Delegación Territorial de Inclusión Social, Juventud, Familias e Igualdad en Jaén	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832772	33700000-7 Productos para la higiene personal39220000-0 Equipo de cocina, artículos de uso doméstico y artículos de catering39291000-8 Material de lavandería39800000-0 Productos de limpieza y pulido	Abierto	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Urgencia	SUMINISTRO PRODUCTOS LIMPIEZA, ASEO E HIGIENE, LAVANDERIA MENAJE RD LINARES	and_pliego_prescripciones_312804.pdf	Andalucía	2025-07-10	Jaen	Andalucia	producto, jaen, contrato, centro, persona, pedido, adjudicatario, articulo, linar, precio (1.0)	Tecnológica	datos	reparacion, limpieza, inclusion_social
0000391/2025 SUMINISTRO DE MATERIAL DEL SUBGRUPO 01.24, 01.05 Y 02.00 MATERIAL ESPECIFICO DE LABORATORIO PARA LOS CENTROS SANITARIOS VINCULADOS A LA CENTRAL PROVINCIAL DE COMPRAS DE LA PROVINCIA DE JAÉN	CONTR 2025 0000372695	Suministros	Publicada	5490759.85	9151266.41	2025-07-03	Servicio Andaluz de Salud	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=829658	24900000-3 Productos químicos puros y otros productos químicos33000000-0 Equipamiento y artículos médicos, farmacéuticos y de higiene personal33141000-0 Productos consumibles médicos no químicos desechables y productos consumibles hematológicos	Abierto	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Ordinario	SUMINISTRO DE MATERIAL DEL SUBGRUPO 01.24, 01.05 Y 02.00 MATERIAL ESPECIFICO DE LABORATORIO PARA LOS CENTROS SANITARIOS VINCULADOS A LA CENTRAL PROVINCIAL DE COMPRAS DE LA PROVINCIA DE JAÉN	and_pliego_prescripciones_304036.pdf	Andalucía	2025-07-10	Jaen	Andalucia	material, tubo, plastico, tapon, vacio, perforable, sangre, laboratorio, extraccion, vidrio (1.0)	No tecnológica		alimentacion, seguro
CONTRATO DE SUMINISTRO DE VESTUARIO DE LA DT Y CENTROS 2025	CONTR 2025 0000234413	Suministros	Publicada	53179.0	53179.0	2025-07-16	Delegación Territorial de Inclusión Social, Juventud, Familias e Igualdad en Granada	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832808	18000000-9 Prendas de vestir, calzado, artículos de viaje y accesorios18100000-0 Ropa de trabajo, ropa de trabajo especial y accesorios	Abierto simplificado abreviado	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Ordinario	CONTRATACIÓN DE SUMINISTRO DE VESTUARIO PARA EL PERSONAL LABORAL DE LOS CENTROS ADSCRITOS A LA SECRETARÍA GENERAL PROVINCIAL DE INCLUSIÓN SOCIAL, JUVENTUD, FAMILIAS E IGUALDAD, DEPENDIENTE DE LA DELEGACIÓN TERRITORIAL DE INCLUSIÓN SOCIAL, JUVENTUD, FAMILI	and_pliego_prescripciones_312869.pdf	Andalucía	2025-07-10	Granada	Andalucia	color, invierno, prenda, verano, caballero, calle, tejido, personal, senoro, poliester (1.0)	No tecnológica		reparacion, limpieza, vestuario, inclusion_social
SERVICIO DE CORREO ELECTRÓNICO CORPORATIVO	CONTR 2025 0000292389	Servicios	Publicada	81370.0	244110.0	2025-06-20	Consorcio Puntos Vuela de Andalucía.	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=814815	48223000-7 Paquetes de software de correo electrónico48811000-6 Sistema de correo electrónico50324100-3 Servicios de mantenimiento de sistemas	Abierto	Electrónica	12 meses	NotFound	2100-12-31	NotFound	Ordinario	Suministro, puesta en marcha y servicio de soporte de las cuentas de correo corporativas, así como los servicios de workspace del Consorcio Fernando de los Ríos.	and_pliego_prescripciones_297410.pdf	Andalucía	2025-07-10	Andalucia	Andalucia	servicio, trabajo, cfr, dato, contrato, consorcio, informacion, punto, cuenta, poder (1.0)	Tecnológica	software, tecnologia, datos, inteligencia_artificial, nube	
Adecuación Parcela para Estacionamientos sede DT	CONTR 2025 0000413292	Obras	Publicada	203108.25	203108.25	2025-07-21	Delegación Territorial de Empleo, Empresa y Trabajo Autónomo en Huelva	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832591	45223300-9 Trabajos de construcción de estacionamientos	Abierto simplificado	Electrónica	2 meses	NotFound	2100-12-31	NotFound	Ordinario	Adecuación Parcela para Estacionamientos sede DT	and_pliego_prescripciones_312306.pdf	Andalucía	2025-07-10	Huelva	Andalucia	huelva, trabajo, obra, delegacion, autonomo, territorial, empleo, aparcamiento, estudio, tecnico (1.0)	N/S		
0000375/2025 SERVICIO DE DISPONIBILIDAD DE PROCESADOR DE TEJIDOS, UN MICROSCOPIO PARA CIRUGÍA OFTALMOLÓGICA Y DOS AUTOCLAVES CON GENERADOR DE VAPOR INTEGRADO DESTINADO AL HOSPITAL SAN JUAN DE LA CRUZ DE ÚBEDA	CONTR 2025 0000357499	Servicios	Publicada	665847.87	665847.87	2025-07-07	Servicio Andaluz de Salud	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=829720	71356000-8 Servicios técnicos	Abierto	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Ordinario	SERVICIO DE DISPONIBILIDAD DE PROCESADOR DE TEJIDOS, UN MICROSCOPIO PARA CIRUGÍA OFTALMOLÓGICA Y DOS AUTOCLAVES CON GENERADOR DE VAPOR INTEGRADO DESTINADO AL HOSPITAL SAN JUAN DE LA CRUZ DE ÚBEDA	and_pliego_prescripciones_312643.pdf	Andalucía	2025-07-10	Jaen	Andalucia	caracteristica, sistema, integrado, grado, acero, menos, posibilidad, inoxidable, vapor, ciclo (1.0)	Tecnológica	software	
Servicio de Mantenimiento instalaciones contra incendios y Conexión CRI	CONTR 2025 0000427231	Servicios	Publicada	33743.65	66042.3	2025-07-14	Agencia Andaluza de Instituciones Culturales	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832218	50413200-5 Servicios de reparación y mantenimiento de instalaciones contra incendios79711000-1 Servicios de vigilancia de sistemas de alarma	Abierto simplificado	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Ordinario	Servicio de mantenimiento de las instalaciones contra incendios y de conexión a Central receptora de alarmas	and_pliego_prescripciones_312859.pdf	Andalucía	2025-07-10	Andalucia	Andalucia	teatro, extintor, central, planta, centro, plantar, fabricacion, timbre, ultimo, detector (1.0)	N/S		
SERVICIO DE MONITORES COMEDOR ESCOLAR PROVINCIA DE CADIZ 25/26 Y PRORROGA.	CONTR 2025 0000332223	Servicios	Publicada	1138557.88	2732538.9	2025-07-07	Delegación Territorial de Desarrollo Educativo y Formación Profesional y de Universidad, Investigación e Innovación en Cádiz	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=830586	80410000-1 Servicios escolares diversos	Abierto	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Urgencia	Contratacion en 5 lotes del Servicio de monitores de comedores escolares de gestión directa para el curso 24/25 en la provincia Cádiz y prorroga 26/27.	and_pliego_prescripciones_308033.pdf	Andalucía	2025-07-10	Cadiz	Andalucia	contrato, ceip, servicio, persona, centro, personal, ley, dato, publico, comedor (1.0)	Tecnológica	datos	comida, seguro, poliza
